Entity,Types,Source
Sporanox is an antifungal medication that is used to treat fungal infections. It works by killing the fungi that cause the infection.,Description,GPT-3
"A squash is a vegetable that belongs to the gourd family. It has a hard, green skin and a soft, orange flesh. Squashes are usually eaten cooked.",Description,GPT-3
"A sugar-sweetened beverage is any beverage that contains added sugar and calories, such as soda, sports drinks, and fruit drinks.",Description,GPT-3
A class of antidepressant drugs that increase the level of serotonin in the brain by blocking the reuptake of serotonin into the nerve cells.,Description,GPT-3
St. John’s Wort is a plant that has been used for centuries to treat a variety of conditions. The most common use for St. John’s Wort is for the treatment of depression.,Description,GPT-3
"The definition of stability is the quality or state of being stable, especially: the quality or state of not being likely to change or fail.",Description,GPT-3
"There are four stages of sleep: light sleep, deep sleep, REM sleep, and awake.",Description,GPT-3
The definition of standing is the act of rising to an upright position.,Description,GPT-3
Starvation is a condition that results when the body does not get enough food to function properly.,Description,GPT-3
"Statin-induced myopathy is a health condition characterized by muscle pain and weakness. This condition is thought to be caused by the use of statin drugs, which are used to lower cholesterol levels.",Description,GPT-3
"Statins are a class of drugs that are used to lower cholesterol levels by inhibiting the enzyme HMG-CoA reductase, which is responsible for the production of cholesterol in the liver.",Description,GPT-3
"Statistics can be defined as a branch of mathematics that deals with the collection, analysis, interpretation, presentation, and organization of data.",Description,GPT-3
"Stem cell exhaustion is a health condition where the body's supply of stem cells is depleted. This can happen when the body is under stress, such as during an infection, or when the stem cells are not being produced properly.",Description,GPT-3
"Stem cells are cells that have the ability to divide and renew themselves for long periods. They are found in many tissues in the body, including the bone marrow, blood, and brain.",Description,GPT-3
"Steroids are a type of organic compound that contain four rings of carbon atoms arranged in a specific way. They are classified as a type of lipid, and they are an important part of cell membranes. Steroids are also hormones, and they are produced by the adrenal glands.",Description,GPT-3
"Stevia is a small, sweet-tasting plant that is native to South America. The leaves of the stevia plant have been used for centuries to sweeten food and drinks. Stevia is now grown commercially in many countries, including the United States.",Description,GPT-3
"Stevia rebaudiana is a plant species in the Asteraceae family. The plant is native to Paraguay and Brazil, and is also found in Argentina, Bolivia, and Uruguay. The leaves of the plant are used to sweeten food and beverages.",Description,GPT-3
A stimulant is a type of drug that increases activity in the body.,Description,GPT-3
Stimulant drugs are drugs that increase the activity of the nervous system.,Description,GPT-3
A stimulant laxative herb is an herb that is used to stimulate bowel movements.,Description,GPT-3
Stimulant laxatives are drugs that stimulate the large intestine to move stool through the intestines more quickly.,Description,GPT-3
"The stinging nettle is a perennial herb that is found in temperate climates around the world. It is characterized by its jagged, toothed leaves and its ability to sting when touched. The stinging nettle gets its name from the tiny, sharp hairs that cover its leaves and stems. These hairs contain a chemical that causes a burning sensation when they come into contact with skin. The stinging nettle is a member of the Urticaceae family, which includes other stinging plants such as the common nettle (Urtica dioica) and the wood nettle (Laportea canadensis).",Description,GPT-3
Stiripentol is a medication used to treat seizures. It is an anticonvulsant that works by decreasing the activity of nerves in the brain.,Description,GPT-3
"Stomach cancer is a type of cancer that starts in the stomach. The stomach is a part of the digestive system, which breaks down food.",Description,GPT-3
"A stomach ulcer is a sore or lesion that forms in the lining of the stomach. Ulcers can also form in the duodenum, which is the first section of the small intestine.",Description,GPT-3
Storage is the act of saving data for future use.,Description,GPT-3
A strawberry is a red fruit that is shaped like a cone and has seeds on the outside.,Description,GPT-3
The definition of stretching is the act of extending the body or a body part to its full length.,Description,GPT-3
The definition of strength is the quality or state of being strong.,Description,GPT-3
The definition of strength gains is the amount of increase in strength that a person experiences after completing a workout or training program.,Description,GPT-3
Strength training is a type of physical activity that is designed to improve muscle strength and endurance.,Description,GPT-3
The definition of stress is the force per unit area on a material object.,Description,GPT-3
"The stress system is the body's response to any demand placed upon it. The stress system is designed to help the body cope with physical, emotional, or psychological challenges. When the body is placed under stress, the stress system is activated. The stress system includes the hypothalamic-pituitary-adrenal (HPA) axis and the sympathetic nervous system (SNS). The HPA axis is responsible for the body's response to stress. The SNS is responsible for the body's fight-or-flight response.",Description,GPT-3
The stress threshold is the point at which the body can no longer cope with the demands being placed on it and begins to break down.,Description,GPT-3
"A stressful situation is any situation in which a person feels overwhelmed or unable to cope. Stressful situations can be caused by a variety of factors, including work, relationships, and finances.",Description,GPT-3
"Stressors are any physical, chemical, or biological agents that can cause stress.",Description,GPT-3
Stretching is a form of physical exercise in which a specific muscle or tendon is deliberately flexed or stretched in order to improve the muscle's felt elasticity and achieve comfortable muscle tone.,Description,GPT-3
"A stroke is a medical emergency that occurs when the blood supply to the brain is interrupted. This can happen if a blood vessel in the brain becomes blocked or bursts. When this happens, brain cells can be damaged or killed.",Description,GPT-3
"Strontium is a chemical element with the symbol Sr and atomic number 38. An alkaline earth metal, strontium is a soft silver-white or yellowish metallic element that is highly reactive chemically. The metal turns yellow when it oxidizes in air.",Description,GPT-3
A structure is a type of data that contains a collection of values of different types.,Description,GPT-3
A student is a person who is enrolled in a school or other educational institution.,Description,GPT-3
"The definition of study is the act of learning about a particular subject, especially in order to gain an understanding of it.",Description,GPT-3
A substance use disorder is a health condition that is characterized by a problematic pattern of using a substance that leads to significant impairment or distress.,Description,GPT-3
Sucralose is a non-nutritive sweetener made from sugar. It is about 600 times sweeter than sugar and does not have a bitter aftertaste.,Description,GPT-3
"A type of carbohydrate that is found in many foods, including fruits, vegetables, and grains.",Description,GPT-3
A sugar craving is a strong desire to eat foods that are high in sugar.,Description,GPT-3
Sugar metabolism is the process by which the body breaks down sugars into energy.,Description,GPT-3
A sugar substitute is a food additive that provides a sweet taste like that of sugar while containing significantly less food energy.,Description,GPT-3
Sulfasalazine is a medication used to treat inflammatory bowel disease. It is a combination of 5-aminosalicylic acid and sulfapyridine.,Description,GPT-3
"Sulforaphane is a compound that is produced when cruciferous vegetables are chopped or chewed. It is thought to have many health benefits, including cancer prevention and detoxification of the body.",Description,GPT-3
Sun exposure is the amount of time a person is exposed to sunlight.,Description,GPT-3
Sun exposure is the amount of time a person is exposed to sunlight.,Description,GPT-3
"A sunburn is a skin injury caused by overexposure to ultraviolet (UV) radiation from the sun. Sunburns can range from mild to severe, and they can cause pain, redness, swelling, and blistering.",Description,GPT-3
Sunflower oil is a type of oil that is extracted from sunflower seeds. It is a non-volatile oil that is high in monounsaturated and polyunsaturated fats.,Description,GPT-3
The definition of sunflower seeds is the edible seeds of the sunflower plant.,Description,GPT-3
Sunitinib is a cancer medication that interferes with the growth and spread of cancer cells in the body.,Description,GPT-3
"Sunscreen is a lotion, spray, gel, or other topical product that absorbs or reflects some of the sun's ultraviolet (UV) radiation and thus helps protect against sunburn.",Description,GPT-3
A superset is a weight training term used to describe when two exercises are performed consecutively without rest.,Description,GPT-3
The definition of supplementation is the act of adding something to something else in order to complete or enhance it.,Description,GPT-3
"A supplement is a product that is intended to supplement something else, in this case, the diet. Supplements are typically taken in pill form and can be used to improve overall health or to target specific conditions.",Description,GPT-3
"Some people might say that supplements for focus are any type of supplement that can help improve cognitive function or memory, while others might say that they are specifically designed to help with attention and focus.",Description,GPT-3
"Surgery is the branch of medicine that deals with the diagnosis and treatment of injuries, diseases, and disorders of the body by operative procedures.",Description,GPT-3
"Surgery anxiety is a type of anxiety that is characterized by feelings of worry, nervousness, and fear about undergoing surgery. Surgery anxiety can be caused by a variety of factors, including a fear of the unknown, a fear of pain, or a fear of complications. Surgery anxiety can lead to a number of physical and psychological symptoms, including increased heart rate, sweating, and difficulty breathing. Surgery anxiety can be treated with a variety of methods, including relaxation techniques, cognitive-behavioral therapy, and medication.",Description,GPT-3
Sustiva is a brand name for the medication efavirenz. It is an antiviral medication used to treat human immunodeficiency virus (HIV) infection.,Description,GPT-3
"Sutent is a cancer medication that works by blocking the growth of new blood vessels in tumors. It is used to treat kidney cancer, pancreatic cancer, and gastrointestinal stromal tumors.",Description,GPT-3
Sweet foods are foods that contain a lot of sugar.,Description,GPT-3
The sympathetic nervous system is the part of the autonomic nervous system that controls the body's involuntary or subconscious actions.,Description,GPT-3
The definition of symptoms is the outward expression of a disease or disorder.,Description,GPT-3
"A synapse is a junction between two neurons, or between a neuron and a muscle, through which nerve impulses pass from one to the other.",Description,GPT-3
"Synbiotics are a combination of probiotics and prebiotics. Probiotics are live microorganisms that are believed to have health benefits, while prebiotics are non-digestible food ingredients that promote the growth of healthy bacteria in the gut.",Description,GPT-3
"Syndros is a synthetic form of the active ingredient in Marinol, dronabinol, which is used to treat nausea and vomiting associated with cancer chemotherapy.",Description,GPT-3
The definition of synthesis is the combination of two or more things to form a new whole.,Description,GPT-3
"Synthroid is a synthetic form of the thyroid hormone thyroxine. It is used to treat thyroid hormone deficiency, including the severe form known as myxedema coma. It is also used to treat and prevent goiter (enlarged thyroid gland), and is sometimes used as part of cancer treatment.",Description,GPT-3
"Syrup urine disease is a rare inherited disorder in which the body is unable to process certain proteins properly. This can lead to a build-up of amino acids in the blood and urine, which can cause a variety of symptoms including mental retardation, seizures, and death.",Description,GPT-3
T cells are a type of white blood cell that are involved in the immune response. They can recognize antigens and help to destroy infected cells.,Description,GPT-3
Type 2 diabetes is a chronic condition that affects the way the body processes blood sugar (glucose).,Description,GPT-3
"Table salt is a white, granular rock salt that is used to season food.",Description,GPT-3
"A tablespoon is a unit of measurement for volume. It is equal to 1/16 of a cup, 1/2 of a fluid ounce, or 3 teaspoons.",Description,GPT-3
A tachykinin is a neuropeptide that acts as a neurotransmitter or hormone. Tachykinins are released from nerve endings and stimulate smooth muscle contraction.,Description,GPT-3
"Tachykinin symptoms are a group of symptoms that occur when there is an excess of tachykinins in the body. Tachykinins are a group of peptides that are involved in the regulation of smooth muscle contraction, blood vessel dilation, and inflammation. Symptoms of tachykinin excess include hypertension, tachycardia, flushing, headache, and gastrointestinal distress.",Description,GPT-3
Tacrolimus is an immunosuppressive drug that is used to prevent the body from rejecting a transplanted organ.,Description,GPT-3
Tadalafil is a medication used to treat erectile dysfunction and benign prostatic hyperplasia. It works by relaxing the muscles and increasing blood flow to the area.,Description,GPT-3
"Tagamet is a brand name for the drug cimetidine. Cimetidine is a histamine H2-receptor antagonist that inhibits the production of stomach acid. It is used to treat heartburn, ulcers, and other gastrointestinal conditions.",Description,GPT-3
"Tai chi is a form of martial arts that originated in China. It is characterized by slow, graceful movements and is often practiced for health benefits.",Description,GPT-3
Talinolol is a beta blocker that is used to treat high blood pressure and angina. It works by blocking the action of certain chemicals in the body that make the heart beat faster and the blood vessels narrower.,Description,GPT-3
Talk therapy is a type of psychotherapy that involves talking with a therapist to treat mental health conditions.,Description,GPT-3
The definition of talking is the act of communicating with someone using spoken words.,Description,GPT-3
"Tambocor is a medication used to treat irregular heartbeats. It works by slowing the electrical impulses in the heart, which helps to regulate the heart rate.",Description,GPT-3
Tamoxifen is a medication that is used to treat breast cancer.,Description,GPT-3
A tandem is a bicycle designed for two people to ride together.,Description,GPT-3
"Tarceval is a card game that can be played with either a regular deck of cards or a Tarot deck. The game is played with two players, and the object of the game is to score points by correctly predicting the outcome of a series of events.",Description,GPT-3
"Tasigna is a brand name for the prescription drug nilotinib, which is used to treat certain types of leukemia.",Description,GPT-3
Task bracketing is a method of time management that involves grouping similar tasks together and working on them in batches. This can help to improve efficiency and productivity by reducing the amount of time spent switching between tasks.,Description,GPT-3
The definition of taste is the sensation of flavor perceived in the mouth.,Description,GPT-3
"The taste system is a group of organs that work together to provide the sense of taste. The system includes the tongue, the palate, the teeth, the salivary glands, and the brain.",Description,GPT-3
"A traumatic brain injury (TBI) is a type of damage to the brain that occurs as a result of a sudden, external force. Common causes of TBI include car accidents, falls, and sports-related injuries. TBI can lead to a wide range of short- and long-term problems, including cognitive impairment, physical disability, and emotional difficulties.",Description,GPT-3
"Traditional Chinese medicine (TCM) is a system of healthcare that is based on the belief that the human body has natural patterns of qi (energy) that flow through it. TCM practitioners use a variety of techniques to restore balance in the body's qi, including acupuncture, herbal medicine, and massage.",Description,GPT-3
"Transcranial direct current stimulation (tDCS) is a noninvasive brain stimulation technique that uses low-level electrical currents to modulate neuronal activity. tDCS has been shown to modulate a variety of cognitive functions, including working memory, language, and motor learning.",Description,GPT-3
Tea is a beverage made by steeping dried leaves or buds of the Camellia sinensis plant in hot water.,Description,GPT-3
"Tea tree oil is an essential oil that is extracted from the leaves of the tea tree. The oil has a wide range of uses, including as an antiseptic, an anti-inflammatory, and an antibacterial.",Description,GPT-3
The definition of teach is to provide information or instructions to someone so that they can learn about something.,Description,GPT-3
A teaspoon is a small spoon that is used to stir or eat food.,Description,GPT-3
"Some possible definitions of ""technique"" could include: a method or procedure for accomplishing a task; a particular way of carrying out an action; or a set of skills or methods used in a particular field or activity.",Description,GPT-3
"The definition of technology is the application of scientific knowledge for practical purposes, especially in industry.",Description,GPT-3
A person aged 13 to 19.,Description,GPT-3
A teen boy is a young male between the ages of 13 and 19.,Description,GPT-3
A teen girl is a young woman who is between the ages of 13 and 19.,Description,GPT-3
"Teeth grinding, also called bruxism, is a condition in which a person unconsciously clenches their teeth or grinds them back and forth. This can happen during the day or at night, and it can cause a number of problems, including headaches, jaw pain, and damage to the teeth.",Description,GPT-3
Tegretol is an anticonvulsant medication used to treat seizures and nerve pain. It is also used to treat bipolar disorder.,Description,GPT-3
Tekturna is a brand name for the prescription drug aliskiren. Aliskiren is used to treat high blood pressure.,Description,GPT-3
"Telomere attrition is the gradual shortening of telomeres, which are the protective structures at the ends of chromosomes. This process is a natural part of aging, but it can be accelerated by certain lifestyle factors, such as smoking and chronic stress. Telomere attrition is thought to play a role in the development of age-related diseases, such as cancer and heart disease.",Description,GPT-3
"Tempeh is a fermented soybean product that originated in Indonesia. It is made by culturing soybeans with a rhizopus mold, and is used as a meat alternative in many vegan and vegetarian dishes.",Description,GPT-3
Temperature is a measure of the average kinetic energy of the particles in a system.,Description,GPT-3
A tendon is a tough band of fibrous connective tissue that connects muscle to bone.,Description,GPT-3
Transcutaneous electrical nerve stimulation (TENS) is a method of pain relief that uses low-voltage electrical current to stimulate the nerves. The electrical current is thought to help block pain signals from reaching the brain.,Description,GPT-3
Tension headaches are headaches that feel like there is a tight band around your head.,Description,GPT-3
Terbinafine is an antifungal medication that is used to treat infections caused by fungi. It works by preventing the fungi from growing and spreading.,Description,GPT-3
"Terfenadine is an antihistamine that is used to relieve symptoms of allergies, such as sneezing, watery eyes, and runny nose.",Description,GPT-3
"Testosterone is a hormone that is produced in the testicles. It is responsible for the development of the male sex organs and for the development of male characteristics, such as a deep voice and facial hair.",Description,GPT-3
Tetracycline antibiotics are a class of antibiotics that are used to treat a wide variety of infections.,Description,GPT-3
Tetrahydrocannabinol (THC) is the main psychoactive compound in cannabis. It is responsible for the plant's characteristic high.,Description,GPT-3
Texting is the act of sending and receiving text messages using a mobile phone.,Description,GPT-3
"THC is the main active ingredient in marijuana. It is a psychoactive compound that produces the ""high"" feeling associated with marijuana use.",Description,GPT-3
The hannum clock is a type of clock that uses a pendulum to keep time.,Description,GPT-3
"The Horvath Clocks are a set of 24 clocks designed by Hungarian artist Gyula Horvath. The clocks are each unique, and each tells a different time.",Description,GPT-3
The hotel study is a research project that investigates the impact of the hotel industry on the economy.,Description,GPT-3
"The milkshake study is a research method used to understand consumer behavior. It is based on the idea that people make purchase decisions based on their emotions, not just logic.",Description,GPT-3
Theanine is an amino acid found in green tea. It is known for its calming and relaxing effects.,Description,GPT-3
"Theobromine is a bitter alkaloid of the cacao plant, with the chemical formula C7H8N4O2. It is similar to caffeine in structure and function, but it is weaker in its effects.",Description,GPT-3
Theophylline is a bronchodilator that relaxes muscles in the airways and increases air flow to the lungs.,Description,GPT-3
A therapist is a person who provides counseling and therapy.,Description,GPT-3
"The definition of therapy is the treatment of physical or mental illness, injury, or dysfunction by psychological, physical, or medical means.",Description,GPT-3
Thermogenesis is the production of heat in the body.,Description,GPT-3
Thermogenic fat is a type of fat that is burned by the body to produce heat.,Description,GPT-3
"Thermoregulation is the ability of an organism to keep its body temperature within certain boundaries, even when the surrounding temperature is very different.",Description,GPT-3
"Thiamin is a water-soluble vitamin that is part of the vitamin B complex. It is also known as vitamin B1. Thiamin is essential for the metabolism of carbohydrates and for the synthesis of ATP (adenosine triphosphate), the energy molecule of the cell.",Description,GPT-3
"Beriberi is a health condition that is caused by a lack of thiamin in the diet. Symptoms of beriberi include fatigue, weakness, and weight loss.",Description,GPT-3
"Thiazide diuretics are a class of drugs that are commonly used to treat hypertension (high blood pressure) and edema (fluid retention). These drugs work by inhibiting the reabsorption of sodium and chloride in the kidney, which increases the amount of water and salt that is excreted in the urine.",Description,GPT-3
"The definition of thinning of vaginal tissue is the process of the walls of the vagina becoming thinner and less elastic. This can happen due to a number of reasons, including menopause, childbirth, and certain medical conditions.",Description,GPT-3
"Thujone is a naturally occurring chemical compound found in plants such as sage, wormwood, and thuja. It is also a component of absinthe, a distilled alcoholic beverage. Thujone is a central nervous system stimulant and can cause seizures, vomiting, and death in large doses.",Description,GPT-3
"Thunder god vine (Tricuspidaria tricuspidata) is a flowering plant in the family Rubiaceae. It is native to China and Taiwan.

The plant grows to 2–3 m (6.6–9.8 ft) tall. The leaves are opposite, ovate to elliptical, and 6–12 cm (2.4–4.7 in) long and 3–7 cm (1.2–2.8 in) wide. The flowers are white, borne in axillary cymes. The fruit is a drupe, black when ripe.

Thunder god vine is used in traditional Chinese medicine.",Description,GPT-3
"Thymic involution is the process by which the thymus gland shrinks in size as a person ages. This shrinkage is a normal part of aging, and it results in a decrease in the production of T cells, which are important for the immune system.",Description,GPT-3
"The thyroid is a butterfly-shaped gland that sits low on the front of the neck. The thyroid’s job is to make thyroid hormones, which are secreted into the blood and then carried to every tissue in the body. Thyroid hormones help the body use energy, stay warm and keep the brain, heart, muscles, and other organs working as they should.",Description,GPT-3
"The thyroid is a butterfly-shaped gland in the front of the neck. It is one of the endocrine glands, which make hormones. The thyroid gland makes two main hormones: thyroxine (T4) and triiodothyronine (T3). These hormones help to control the body's metabolism.",Description,GPT-3
Thyroid hormone is a hormone produced by the thyroid gland. It is responsible for regulating the body's metabolism.,Description,GPT-3
Tiagabine is a medication used to treat seizures. It is an anticonvulsant that works by decreasing the activity of certain chemicals in the brain.,Description,GPT-3
Ticagrelor is a medication used to prevent blood clots. It is an antiplatelet medication that works by preventing the formation of blood clots.,Description,GPT-3
"A tick is a small, parasitic arachnid that feeds on the blood of mammals, birds, and sometimes reptiles and amphibians. Ticks are vectors of a number of diseases, including Lyme disease, Rocky Mountain spotted fever, and tularemia.",Description,GPT-3
Ticlid is an antiplatelet medication used to prevent blood clots.,Description,GPT-3
Ticlopidine is a medication that is used to prevent blood clots. It works by preventing platelets from sticking together and forming clots.,Description,GPT-3
"The definition of time is the duration in which all things happen, or the measure of the durations of events and the intervals between them.",Description,GPT-3
"Time perception is the ability to perceive the passage of time. This includes the ability to estimate the duration of an event, to remember the order of events, and to judge which event happened first.",Description,GPT-3
Time-restricted eating is an eating pattern that involves limiting food intake to a certain number of hours each day.,Description,GPT-3
"Tinnitus is a health condition that is characterized by a ringing or buzzing sound in the ears. This sound may be constant or intermittent, and it can vary in intensity. Tinnitus can be a symptom of a variety of underlying health conditions, and it can also be a side effect of certain medications.",Description,GPT-3
"Toll-like receptor 4 is a protein that in humans is encoded by the TLR4 gene. TLR4 is a member of the toll-like receptor (TLR) family, which plays a fundamental role in pathogen recognition and activation of innate immunity. TLRs are highly conserved from Drosophila to humans and share structural and functional similarities. They recognize pathogen-associated molecular patterns (PAMPs) that are expressed on infectious agents, and mediate the production of cytokines necessary for the development of effective immunity. The various TLRs exhibit different patterns of expression. This receptor is most abundantly expressed in placenta, followed by liver, kidney, and small intestine. It is also expressed at low levels in many other tissues, including thymus, spleen, lung, and peripheral blood leukocytes.",Description,GPT-3
"Toll-like receptors (TLRs) are a class of proteins that play a key role in the innate immune system. TLRs are receptors that recognize specific molecular patterns on pathogens, which leads to the activation of the immune response. TLRs are found on the surface of cells and are able to bind to pathogen-associated molecular patterns (PAMPs), which are molecules that are found on the surface of pathogens. TLRs are able to recognize a wide variety of PAMPs, which allows them to play a key role in the innate immune response to a variety of different pathogens.",Description,GPT-3
"TMD may vary slightly depending on the source. However, TMD generally refers to a group of conditions that affect the temporomandibular joint (TMJ) and the muscles that control jaw movement. TMD can cause pain and dysfunction in the jaw and surrounding facial tissues.",Description,GPT-3
"Transcranial magnetic stimulation (TMS) is a noninvasive method of brain stimulation that uses magnetic fields to induce electrical currents in the brain. TMS is typically used to study the brain’s role in cognition and motor function, and has also been explored as a potential treatment for various neurological disorders.",Description,GPT-3
"TNF-alpha is a protein that is produced by white blood cells in response to infection or inflammation. It is a member of a family of proteins known as cytokines that play a role in the immune response. TNF-alpha is involved in a number of processes, including cell proliferation, cell death, and inflammation.",Description,GPT-3
"A plant of the genus Nicotiana, especially N. tabacum, the leaves of which are cured and prepared for smoking or chewing",Description,GPT-3
A toddler is a young child who is just beginning to walk.,Description,GPT-3
The definition of toes is the digits of the foot other than the thumb.,Description,GPT-3
"Tofu is a food made from soybeans that have been ground up and mixed with water to form a soft, white paste. It is a popular food in Asia and is often used as a meat substitute in vegetarian dishes.",Description,GPT-3
Tolbutamide is an oral hypoglycemic agent used to treat type 2 diabetes mellitus. It works by stimulating the release of insulin from the pancreas.,Description,GPT-3
Tolerance is the ability to accept people who are different from you.,Description,GPT-3
Tolvaptan is a medication used to treat hyponatremia (low blood sodium levels). It works by increasing the amount of water that is excreted by the kidneys.,Description,GPT-3
A tomato is a red or yellow fruit that is eaten as a vegetable.,Description,GPT-3
Tomato juice is a liquid made from tomatoes.,Description,GPT-3
Tongkat ali is a traditional herbal remedy that has been used for centuries in Southeast Asia to improve male virility.,Description,GPT-3
Tooth decay is the process of a tooth breaking down and decaying.,Description,GPT-3
Topamax is a medication that is used to treat seizures and migraines. It is also used to prevent migraines.,Description,GPT-3
Topiramate is an anticonvulsant medication used to treat epilepsy and migraines. It is also sometimes used as a mood stabilizer in people with bipolar disorder.,Description,GPT-3
"Topoisomerase II inhibitors are drugs that target an enzyme called topoisomerase II. This enzyme is important for the proper function of DNA. Topoisomerase II inhibitors can cause side effects such as nausea, vomiting, and diarrhea.",Description,GPT-3
"Tourette syndrome is a neurological disorder that causes people to make involuntary movements or sounds, called tics. The disorder is named for Dr. Georges Gilles de la Tourette, who first described it in 1885.",Description,GPT-3
"The definition of training is the process of acquiring the skills, knowledge, and abilities needed to perform a specific job.",Description,GPT-3
A trait is a characteristic that is inherited from a parent.,Description,GPT-3
"Transcranial direct current stimulation (tDCS) is a noninvasive brain stimulation technique that uses low-intensity direct current to modulate neuronal activity. tDCS has been shown to modulate a variety of cognitive functions, including working memory, language, and motor learning.",Description,GPT-3
A Transderm scop is a patch that is placed on the skin to help prevent nausea and vomiting.,Description,GPT-3
Trauma is an emotional response to a deeply distressing or disturbing event.,Description,GPT-3
A traumatic neurological injury is an injury to the nervous system that is caused by trauma.,Description,GPT-3
"The definition of travel is to go from one place to another, typically by car, plane, or train.",Description,GPT-3
"This is a condition where a person experiences watery, loose stools while traveling. It is often caused by consuming contaminated food or water.",Description,GPT-3
The definition of treatment is the process of caring for a patient and managing their medical condition.,Description,GPT-3
"A tree is a large, woody plant with a trunk, branches, and leaves.",Description,GPT-3
Triazolam is a benzodiazepine that is used to treat anxiety and insomnia. It is a short-acting drug that is taken orally. Triazolam works by depressing the central nervous system and causing a sedative effect.,Description,GPT-3
"Tricyclic antidepressants are a class of antidepressant medications that were first developed in the 1950s. They are named after their chemical structure, which contains three rings of atoms. Tricyclic antidepressants are used to treat major depressive disorder and other conditions.",Description,GPT-3
Triggers are events or conditions that cause a database to perform an action.,Description,GPT-3
A triglyceride is a type of fat molecule that is composed of three fatty acids.,Description,GPT-3
Triglycerides are a type of fat found in the blood.,Description,GPT-3
"Trilisate is a medication that is used to relieve pain and inflammation. It is a non-steroidal anti-inflammatory drug (NSAID) and works by inhibiting the production of prostaglandins, which are substances that play a role in pain and inflammation.",Description,GPT-3
A trout is a freshwater fish of the salmon family.,Description,GPT-3
"TRT is a form of hormone therapy that is used to treat men with low levels of testosterone. TRT can help to improve symptoms such as fatigue, low sex drive, and bone loss.",Description,GPT-3
"Tryptophan is an essential amino acid that is a precursor to serotonin and melatonin. It is found in high protein foods such as meat, poultry, fish, and eggs.",Description,GPT-3
"Tuberculosis is a disease caused by bacteria that usually affects the lungs. It can also affect other parts of the body, such as the brain, kidneys, and spine.",Description,GPT-3
A tuberculosis vaccine is a vaccine that is used to prevent tuberculosis.,Description,GPT-3
"The tolerable upper limit (TUL) is the highest level of daily nutrient intake that is likely to pose no risk of adverse health effects in almost all persons in the general population. As such, it can be used as a guide in planning nutritionally adequate diets for individuals and groups.",Description,GPT-3
"A tuna is a saltwater fish that belongs to the tribe Thunnini, a subgrouping of the mackerel family (Scombridae) – which together with the tunas, also includes the bonitos, mackerels, and Spanish mackerels.",Description,GPT-3
"Turkesterone is a natural steroid hormone found in the root of the plant Turmeric. It is structurally similar to the hormone testosterone and has been shown to have similar effects on the body, including increased muscle mass and strength, improved stamina and endurance, and increased libido.",Description,GPT-3
Turkey breast is the white meat from the turkey. It is leaner than dark meat and is usually considered to be healthier.,Description,GPT-3
"Turmeric is a plant in the ginger family, Zingiberaceae. The rhizome (underground stem) is used as a spice and has a yellow-orange color. The turmeric plant grows to about 1 m (3 ft) in height and has lanceolate leaves.",Description,GPT-3
"Turnip greens are the edible leaves of the turnip plant. They are a dark green color and have a slightly bitter taste. Turnip greens are a good source of vitamins A, C, and K. They can be eaten cooked or raw.",Description,GPT-3
A tweet is a short message posted on the social networking site Twitter.,Description,GPT-3
"Tylenol is a brand name for the drug acetaminophen, which is used to relieve pain and reduce fever.",Description,GPT-3
"Type I collagen is a protein that is the main component of connective tissue in animals. It is the most abundant protein in the body, making up about 25% of the total protein content.",Description,GPT-3
"Type III collagen is a protein that is found in many different types of connective tissue. It is a major component of skin, blood vessels, and other tissues.",Description,GPT-3
Tyrosine is an amino acid that is used by the body to create proteins.,Description,GPT-3
Uceris is a medication used to treat ulcerative colitis.,Description,GPT-3
The UFC is a mixed martial arts promotion company based in the United States that is the largest MMA promoter in the world.,Description,GPT-3
"The tolerable upper intake level (UL) is the highest level of daily nutrient intake that is likely to pose no risk of adverse health effects to almost all individuals in the general population. As such, it is a resource that can be used by health professionals to advise the public on a safe level of intake for nutrients.",Description,GPT-3
"Ulcerative colitis is a chronic inflammatory bowel disease that affects the lining of the colon and rectum. The main symptom of ulcerative colitis is bloody diarrhea. Other symptoms may include abdominal pain, cramping, and weight loss. Ulcerative colitis is a serious condition that can lead to life-threatening complications.",Description,GPT-3
The ultradian rhythm is a sleep cycle that is shorter than 24 hours.,Description,GPT-3
Ultrasound is a type of imaging that uses sound waves to create pictures of the inside of the body.,Description,GPT-3
One of a kind; unlike anything or anyone else.,Description,GPT-3
The upright row is a weight training exercise performed by holding a weight in each hand and lifting the weights to your collarbone.,Description,GPT-3
"Upset stomach is a general term for a group of symptoms in which the stomach and intestines are uncomfortable. These symptoms can include bloating, belching, nausea, vomiting, abdominal pain, and diarrhea.",Description,GPT-3
"A urinary tract infection (UTI) is an infection that affects part of the urinary tract. When it affects the lower urinary tract it is known as a bladder infection (cystitis) and when it affects the upper urinary tract it is known as kidney infection (pyelonephritis). Symptoms from a lower urinary tract infection include pain with urination, frequent urination, and feeling the need to urinate even when the bladder is empty. Symptoms of a kidney infection include fever, back pain, and nausea.",Description,GPT-3
"Urine is a liquid waste product that is excreted from the body by the kidneys. It is composed of water, urea, and other waste products.",Description,GPT-3
The definition of usage is the way in which a word or phrase is normally and correctly used.,Description,GPT-3
Uterine cancer is a type of cancer that starts in the uterus. The uterus is the place where a baby grows when a woman is pregnant. Uterine cancer is also called endometrial cancer.,Description,GPT-3
UVB rays are a type of ultraviolet radiation that comes from the sun. They are the main cause of sunburn and can also lead to skin cancer.,Description,GPT-3
