,,Permanent supportive housing is a proven solution to homelessness for the most vulnerable chronically homeless people. It pairs housing with case management and supportive services.,Solution,Big picture,Housing,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Permanent supportive housing is an intervention that combines affordable housing assistance with voluntary support services to address the needs of chronically homeless people. The services are designed to build independent living and tenancy skills and connect people with community-based health care, treatment and employment services.",Description,Permanent supportive housing,Housing,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Investments in permanent supportive housing have helped decrease the number of chronically homeless individuals by 8 percent since 2007. In addition to ending homelessness for people who are chronically homeless, research has demonstrated that permanent supportive housing can also increase housing stability and improve health.

",Solution,Chronically homeless,Housing,Permanent supportive housing,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"A cost-effective solution, permanent supportive housing has been shown to lower public costs associated with the use of crisis services such as shelters, hospitals, jails and prisons.

",Fact,Permanent supportive housing,Pro,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,A crisis response system helps people exit homelessness quickly.,Solution,Big picture,,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"The goals of an effective crisis response system are to identify those experiencing homelessness, prevent homelessness when possible, connect people with housing quickly and provide services when needed. ",Description,Crisis response system,,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Outreach: Outreach workers connect people at risk of or experiencing homelessness to coordinated entry, emergency services, and shelter. They work with other programs in the system to connect people to stable, permanent housing.",Description,Outreach,,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Coordinated entry: Coordinated entry is a process designed to quickly identify, assess, refer and connect people in crisis to housing and assistance and services.",Description,Coordinated entry,,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Diversion and prevention: Prevention and diversion are important components of a community’s crisis response and can help it reduce the size of its homeless population. Prevention assistance can aid households in preserving their current housing situation while diversion prevents homelessness for people seeking shelter by helping them identify immediate alternate housing arrangements and, if necessary, connecting them with services.",Solution,Big picture,Prevention,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Emergency shelters and interim housing: People experiencing a housing crisis or fleeing an unsafe situation need to find a place to stay, quickly. Emergency shelter and interim housing can fill this role in a crisis response system. These interventions should be low-barrier and align their goals and program activities with the larger system’s goals.",Solution,Big picture,Shelters,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Permanent housing: A crisis response system must have the capacity to connect people experiencing homelessness with permanent housing programs, such as rapid re-housing and permanent supportive housing, and other stable housing options.",Solution,Big picture,Housing,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"An effective crisis response system is able to identify and quickly connect people who are experiencing or are at risk of experiencing homelessness to housing assistance and other services. It works because it aligns a community, its programs and services around one common goal — to make homelessness rare, brief, and nonrecurring.",Description,Crisis response system,Coordination,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,"Programs designed to assist low-income people increase their income are critical to supporting housing stability.

",Solution,Housing,Finance,,,The National Alliance to End Homelessness,,,,,,,,,,,,,,           
,,Federal housing assistance: Federal housing programs are one of the most succesSan Franciscoul housing-based solutions to reduce homelessness.,Solution,Big picture,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The two largest federal housing programs are public housing and federal housing vouchers, known as Housing Choice Vouchers or Section 8 vouchers.",Fact,Big picture,Housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Housing vouchers allow low-income households to rent modest market-rate housing of their choice and provide a flexible subsidy that adjusts with the family’s income over time,Description,Housing vouchers,Housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Studies show that public housing and federal housing vouchers are highly succesSan Franciscoul at reducing family homelessness and in ensuring that these families remain stably housed out of the shelter system.,Solution,Public housing,Public housing,Housing vouchers,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Permanent supportive housing has now proven to be a succesSan Franciscoul and cost-effective solution to the homelessness crisis.,Solution,Big picture,Permanent supportive housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The supportive housing model combines affordable housing assistance with vital support services for individuals living with mental illness, HIV/AIDS or other serious health problems.",Description,Supportive housing,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Moreover, numerous research studies have shown that permanent supportive housing costs less than other forms of emergency and institutional care.",Solution,Big picture,Permanent supportive housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The landmark 1990 City-State “New York/New York Agreement,” which has been renewed twice, is the premier example of a permanent supportive housing initiative that succesSan Franciscoully reduced homelessness in New York City and saved taxpayer dollars that would otherwise have been spent on costly shelters and hospitalizations.",Solution,Big picture,Permanent supportive housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The “housing first” approach involves moving long-term street homeless individuals — the majority of whom are living with mental illness, substance abuse disorders and other serious health problems — directly into subsidized housing and then linking them to support services, either on-site or in the community.",Description,Housing,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Research studies have found that the majority of long-term street homeless people moved into “housing first” apartments remain stably housed and experience significant improvements in their health problems,Problem,Housing,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Much like permanent supportive housing, the “housing first” approach is far less costly than emergency and institutional care, such as shelters, hospitals and correctional facilities.",Solution,Big picture,Housing First,Housing,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,The fundamental cause of homelessness is the widening housing affordability gap.,Problem,Big picture,Housing,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,One essential approach to reducing homelessness is to prevent it. Another is to ensure that formerly homeless families and individuals can maintain housing stability.,Solution,Big picture,Prevention,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,One succesSan Franciscoul approach <to preventing homelessness> involves eviction-prevention grants to help tenants at risk of becoming homeless pay back rent and remain in their apartments.,Solution,Housing,Prevention,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Another succesSan Franciscoul approach to homelessness prevention involves legal services for low-income tenants in housing court.,Solution,Housing,Prevention,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"In New York City, more than 90 percent of tenants in housing court do not have legal representation, while nearly all landlords have lawyers.",Problem,Housing,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Programs that provide legal representation in housing court for low-income tenants facing eviction have proven to be succesSan Franciscoul and cost-effective. Most tenants assisted by these legal services programs are able to remain in their homes and avoid the costly shelter system.,Solution,Housing,Prevention,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Effective discharge planning that includes housing assistance can help youth who are aging out of foster care, or low-income people living with mental illness who are leaving hospitals, or people exiting correction institutions, avoid homelessness.",Solution,Big picture,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,," support services <...> can include services like job training, child care and community-based counseling services.",Description,Support,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"More fundamentally, enhancing housing stability for poor and low-income renters involves broader policy changes including living-wage jobs; access to affordable health care; and adequate public benefits for people living with disabilities.",Solution,Housing,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The Fact is the major cause of homelessness is the severe lack of affordable housing, both in New York City and across the United States. By every measure, the housing affordability gap — that is, the gap between incomes and housing costs — has grown dramatically over the past four decades.",Problem,Big picture,,Housing,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"The Fact is that people become homeless for many reasons, from loss of a job or lowered wages, to a health care crisis, increased rent, a family emergency, or even landlord bullying.",Problem,Big picture,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Homelessness is driven by systemic factors like the lack of affordable housing and institutional racism, not personal failings.",Problem,Big picture,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,The Fact is the majority of homeless New Yorkers are homeless because they cannot afford housing.,Problem,Big picture,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,<In New York> only a small percentage of adults in homeless families have serious mental illnesses and/or substance use disorders.,Fact,,Health,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"For homeless single adults and those who are unsheltered, the rates of mental illnesses and substance use disorders are higher.",Fact,,Health,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Phones and the internet are critical to securing and maintaining employment or housing. With ever-advancing technology, it is imperative that this vulnerable group not be left behind.",Solution,Employment,,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Municipal shelters can be very difficult places to live for those people who have languished on the streets for years. Shelters are tight quarters with many rules and regulations, which can be confusing.",Problem,Big picture,Shelters,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,"Nearly all municipal shelters <New York> for homeless single adults have barracks-style dormitories with as many as 100 beds in a single room, and these arrangements often do not suit the needs of homeless people living with serious mental illnesses like PTSD or mood disorders.",Problem,Health,Shelters,,,Coalition for the Homeless,,,,,,,,,,,,,,           
,,Private market landlords are critical partners in the work to help people quickly exit homelessness. ,Solution,Housing,Landlords ,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Centralized Hotline
A centralized program, like this one in Washington, offers a single access point for landlords and agencies seeking to connect currently available units to individuals and families holding vouchers and in search of housing. A strong practice includes employing a single 24/7 hotline, so that landlords can reach someone quickly when a unit becomes available or if they need to speak to a staff person because a tenant needs assistance.",Solution,Housing,Landlords ,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Housing Search Assistance
Having someone on staff who can outreach to and build relationships with landlords as their primary job function can be a strong asset in landlord engagement. This person, who may be called a housing locator, is usually not a case manager. He or she typically engages in tasks such as negotiating a lease, participating in unit inspections, etc.",Solution,Housing,Landlords ,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Risk Mitigation Funds
Mitigation funds are accessed when there is excessive damage done to a unit beyond what the security deposit will pay. <...> just having this added protection in place can be a game changer when asking landlords to rent to someone that they consider “high risk,” such as people with a poor rental history, low or no income, and/or past involvement with the criminal justice system. ",Solution,Housing,Landlords ,Finance,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Availability of Neutral Mediators
A mediator responds to landlord/tenant concerns and helps to resolve conflicts. Both parties often win in this scenario, as evictions are costly and landlords would often prefer to avoid them. The neutral mediator can be the difference between a housing resolution and homelessness. ",Solution,Housing,Landlords ,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Flexible Funds
In many cases, federal subsidies are restricted to certain uses, and vouchers may only cover a portion of expenses associated with connecting a tenant to housing. Flexible funds can be utilized for movers, deposits, rent, or inspections.",Solution,Housing,Landlords ,Finance,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Landlord and Tenant Education
Providers may offer classes or one-on-one coaching for both landlords and tenants on issues such as rights and responsibilities, fair housing, and financial management. This can often be provided by a HUD approved housing counseling agency. ",Solution,Housing,Landlords ,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"To end homelessness in America, we must strengthen our ability to prevent it in the first place",Solution,Big picture,Prevention,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Reduce the risk of housing crises. Communities must address the wide range of policies contributing to the availability of, and access to, an adequate supply of safe and affordable housing; health and behavioral health resources; education and meaningful and gainful employment; opportunities for economic mobility; affordable child care; and legal assistance.",Solution,Prevention,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Individuals or families are often engaged with multiple public systems, such as health and behavioral health care, child welfare, and the juvenile and criminal justice systems, prior to experiencing homelessness.",Fact,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Public systems must work together to increase awareness of and attentiveness to housing stability, as well as strengthen their transition and/or discharge planning activities that link people to other resources, including employment and other economic mobility supports. ",Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Communities can also consider policies that increase access to home-visiting programs, family support networks, school-based supports, and other community-based programs that focus on strong families and positive youth development.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Family preservation and reunification can also be explored, whenever safe and appropriate, in order to address the disproportionate impact of homelessness on single mothers and youth of color.",Solution,Groups,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Target assistance> Family preservation and reunification can also be explored, whenever safe and appropriate, in order to address the disproportionate impact of homelessness on single mothers and youth of color.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"To end homelessness, we must quickly identify and engage individuals and families that experience it, including people who are sheltered and those who are unsheltered, in locations such as cars, parks, abandoned buildings, encampments, or on the street.",Solution,Big picture,Outreach,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Many individuals experiencing homelessness are disengaged from—and may be distrustful of—public and private programs, agencies, and systems, and they may be reluctant to seek assistance",Problem,Support,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Helping individuals to overcome these barriers <of distrust based reluctancy to seek assistance> often requires significant outreach time and effort, and can take months or even years of proactive and creative engagement to build trust.",Solution,Outreach,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Communities can use housing-focused coordinated outreach to people who are unsheltered, in-reach to people in institutional settings, data from multiple systems, and other methods to identify and engage individuals and families experiencing homelessness, in conjunction with coordinated entry processes and other systems.",Solution,Outreach,Coordination,Data,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Communities need the capacity> to identify every individual and family who is unsheltered, in shelter, or in transitional housing settings or other residential programs, and to implement robust efforts to identify at-risk households",Solution,Big picture,Data,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Communities need the capacity to> coordinate a comprehensive set of strategies that collect information and data from hospitals, jails, schools, the child welfare system, hotlines and 2-1-1, and other community-based programs",Solution,Data,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Communities need the capacity to> use HMIS and other data sources to build and maintain active lists of people experiencing homelessness and to track the homelessness status, engagements, and permanent housing placement for each individual or family",Solution,Data,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"In order to comprehensively identify and engage all people experiencing homelessness, partnerships across multiple systems and sectors are critically important, particularly among homelessness service systems and health and behavioral health care providers, schools, early childhood care providers and other educators, child welfare agencies, Temporary Assistance for Needy Families (TANF) agencies, law enforcement, criminal justice system stakeholders, workforce systems, faith-based organizations, and other community-based partners.",Solution,Outreach,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,An effective crisis response system helps individuals and families experiencing homelessness avoid the need to enter emergency shelter whenever possible.,Solution,Big picture,Shelters,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<An effective crisis response system> is also able to immediately provide a meaningful array of high-quality, housing-focused shelter or other temporary options for those living in unsafe situations, including those fleeing domestic violence and human trafficking and those living in unsheltered locations.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Provide access to low-barrier emergency shelter. Communities should have effective models of emergency shelter and other temporary accommodations available/,Solution,Big picture,Shelters,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Emergency shelter and other temporary accommodations should> meet the needs of all members of a household and self-defined family and kinship groups, including infants and young children",Solution,Shelters,Shelters,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Emergency shelter and other temporary accommodations should> Do not turn people away or make access contingent on sobriety, minimum income requirements, or lack of a criminal history",Solution,Shelters,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Emergency shelter and other temporary accommodations should> Do not require family members and partners to separate from one another in order to access shelter,Solution,Shared Housing,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Emergency shelter and other temporary accommodations should> Ensure that policies and procedures promote dignity and respect for every person seeking or needing shelter,Solution,Shelters,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Emergency shelter and other temporary accommodations should> Provide a safe, decent, welcoming, and appropriate temporary living environment, where daily needs can be met while pathways back to safe living arrangements or directly into housing programs are being pursued",Solution,Shelters,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Provide access to service-enriched, longer-term temporary accommodations when needed and appropriate",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Longer-term temporary accommodations with a high level of supportive services, such as transitional housing programs, are typically more costly, but may fill a need for households with more intensive service needs. ",Fact,Longer-term temporary accommodation,Shelters,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Use standardized assessment tools, prioritization policies, and practices to take into account the unique needs of different populations",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Build capacity to train staff consistently, to implement trauma-informed approaches, and to protect the confidentiality and safety concerns of people experiencing homelessness",Solution,Service workers,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Bring non-traditional partners and resources to the table as part of a broad and collaborative community effort that engages other public programs and community- and faith-based organizations in preventing and ending homelessness. ,Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Housing first> Housing First system orientation recognizes that people experiencing homelessness—like all people—need the safety and stability of a home in order to best address challenges and pursue opportunities. ,Description,Housing First,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"The Housing First approach connects people back to a home as quickly as possible, while making readily available the services that people may need to be stable and secure.",Description,Housing First,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Housing first> street outreach providers, emergency shelters, and other parts of the crisis response system are working closely with housing providers to connect people to permanent housing as quickly as possible.",Solution,Housing,Housing First,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Housing first> the community has a data-driven coordinated assessment system for matching people experiencing homelessness to the most appropriate housing and services based on their needs.,Solution,Housing,Housing First,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Housing first> the community has a unified and streamlined process for applying for rapid re-housing, supportive housing, and/or other housing interventions.",Solution,Housing,Housing First,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Housing first> community leaders work collaboratively to ensure that a range of affordable and supportive housing options and models are available to meet local needs.,Solution,Housing,Housing First,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Housing first> policies and regulations related to supportive housing, social and health services, benefit and entitlement programs, and other essential services do not create needless barriers to housing. ",Solution,Housing,Housing First,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,<Housing first> communities work to ensure that people are not evicted back into homelessness whenever possible.,Solution,Housing,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Thriving communities need enough housing that is affordable and equitably available to people across a full range of incomes—from young adults just starting out to seniors who want to spend their remaining years feeling secure,Solution,Big picture,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Expanding access to housing affordable to people who are at risk of or are experiencing homelessness.,Solution,Big picture,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Promote development of an expanded supply of safe and affordable rental homes through federal, state, and local efforts and investments. ",Solution,Housing,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Assisting communities that are working to adopt policies to expand overall housing supply and to project the scale of affordable housing units—including units that are affordable to people exiting homelessness and units that are accessible to persons with disabilities—needed to meet local demand on an ongoing basis.,Solution,Housing,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Improve access to federally funded housing assistance by eliminating administrative barriers and encouraging targeting and prioritization of affordable housing to people experiencing homelessness in a community and/or to populations that are especially vulnerable to homelessness.,Solution,Housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Encourage collaboration between public housing agencies, multi-family housing owners, and homelessness services systems, and promote guidance on how public housing agencies and multi-family housing owners can adopt admissions preferences and succesSan Franciscoully house people exiting homelessness.",Solution,Housing,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Support states and communities to better target and align rental assistance and capital financing sources to support new construction and rehabilitation of affordable housing units that can be effectively accessed by people exiting homelessness.,Solution,Housing,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Rapid re-housing is an intervention designed to help individuals and families that don't need intensive and ongoing supports to quickly exit homelessness and return to permanent housing.,Description,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Rapid re-housing assistance is offered without preconditions — like employment, income, absence of criminal record, or sobriety — and the resources and services provided are tailored to the unique needs of the household.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, housing identification> recruit landlords to provide housing opportunities for individuals and families experiencing homelessness.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, housing identification> address potential barriers to landlord participation such as concern about short term nature of rental assistance and tenant qualifications.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, housing identification> assist households to find and secure appropriate rental housing.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, rent and Move-In Assistance>  Provide assistance to cover move-in costs, deposits, and the rental and/or utility assistance (typically six months or less) necessary to allow individuals and families to move immediately out of homelessness and to stabilize in permanent housing.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services>  Help individuals and families experiencing homelessness identify and select among various permanent housing options based on their unique needs, preferences, and financial resources.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services>  Help individuals and families experiencing homelessness address issues that may impede access to housing (such as credit history, arrears, and legal issues).",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services>  Help individuals and families negotiate manageable and appropriate lease agreements with landlords.",Solution,Rapid re-housing,Housing,Landlords ,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services> Make appropriate and time-limited services and supports available to families and individuals to allow them to stabilize quickly in permanent housing.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services> Monitor participants’ housing stability and be available to resolve crises.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services> Provide or assist the household with connections to resources that help them improve their safety and well-being and achieve their long-term goals.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<Rapid Re-Housing, Case Management and Services> Ensure that services provided are client-directed, respectful of individuals’ right to self-determination, and voluntary. ",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Communities must work to reduce the length of time families remain homeless by helping them obtain permanent housing as quickly as possible.,Solution,Big picture,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Rapid re-housing may be a preferable part of the homeless crisis response system than more costly, service-intensive programs that have higher barriers to entry like transitional housing.",Solution,Housing,Rapid re-housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"The core components of rapid re-housing include (1) housing search and landlord negotiation, (2) short-term financial and rental
assistance, and (3) the delivery of home-based housing stabilization services, as needed.",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<2015> Currently, most communities fund their rapid re-housing capacity by relying upon federal resources that are targeted to addressing homelessness, such as the
Emergency Solutions Grants, Continuum of Care program, or Supportive Services for Veteran Families funding",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"There are many sources of federal assistance that communities can use to fund the three core components of rapid re-housing. These include resources administered by mainstream public systems like human services agencies, child welfare agencies, and housing agencies, who all play a key role in efforts to end homelessness. ",Solution,Rapid re-housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Supportive housing combines non-time-limited affordable housing assistance with wrap-around supportive services for people experiencing homelessness, as well as other people with disabilities.",Description,Supportive housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Study after study has shown that supportive housing not only resolves homelessness and increases housing stability, but also improves health and lowers public costs by reducing the use of publicly-funded crisis services, including shelters, hospitals, psychiatric centers, jails, and prisons.",Solution,Big picture,Housing,Supportive housing,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Supportive housing links decent, safe, affordable, community-based housing with flexible, voluntary support services designed to help the individual or family stay housed and live a more productive life in the community.",Description,Supportive housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"There is no single model for supportive housing’s design. Supportive housing may involve the renovation or construction of new housing, set-asides of apartments within privately-owned buildings, or leasing of individual apartments dispersed throughout an area",Description,Supportive housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Purpose-built or single-site housing: Apartment buildings designed to primarily serve tenants who are formerly homeless or who have service needs, with the support services typically available on site.",Solution,Housing,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Scattered-site housing: People who are no longer experiencing homelessness lease apartments in private market or general affordable housing apartment buildings using rental subsidies. They can receive services from staff who can visit them in their homes as well as provide services in other settings.,Solution,Housing,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Unit set-asides: Affordable housing owners agree to lease a designated number or set of apartments to tenants who have exited homelessness or who have service needs, and partner with supportive services providers to offer assistance to tenants.",Solution,Housing,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"People who experience homelessness often access hospital services in ways that are costly and avoidable and do
not resolve their underlying health crises",Problem,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Help people enroll in Medicaid if they are uninsured.,Solution,Big picture,Health,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Hospitals that implement presumptive eligibility programs
can immediately enroll patients who are likely eligible under a state’s Medicaid eligibility guidelines for a
temporary period of time, based on information provided by the individual",Solution,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Hospitals can also implement or
partner with benefits advocacy services, such as SAMHSA's SSI/SSDI Outreach, Access, and Recovery (SOAR)
program, to assist patients with establishing eligibility for Medicaid, as well as other benefits like SSI/SSDI.",Solution,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Hospitals should recognize housing/homelessness status as a “vital sign” that should be integrated into routine screening when vulnerable
patients visit a hospital.",Solution,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Hospitals can encourage the consistent use of the ICD-10 (International Classification of Diseases, Tenth Revision)
diagnosis code for homelessness (Z59.0) in medical records, making it easier to use hospital data to identify
patients who experience homelessness, plan for appropriate discharge and care coordination, and better
understand the needs, costs, and patterns of service use for these patients.",Solution,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Health care and homelessness assistance systems speak different languages, and there are
important differences in how these systems offer help to people in need",Problem,Coordination,Health,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"When communities prioritize the most vulnerable people and those experiencing
chronic homelessness for housing assistance, hospitals and health care systems can partner with coordinated
entry systems to connect their most vulnerable patients to housing options.",Solution,Big picture,Health,Coordination,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
